Code,HeroId,LocId,Text,Action,Text RU,Action RU,Text UK,Action UK,Image,Link
4954,hero4,,"Andy tries to use the pocket knife with the pirate's note, but nothing happens.",,"Энди пытается использовать карманный нож на записке пирата, но ничего не происходит.",,"Енді намагається використати кишеньковий ніж на записці пірата, але нічого не відбувається.",,,
4999,hero4,loc18,"While Chunk and Sloth are occupied in another section of the underground caverns, Data's Pinchers of Peril save the day, preventing him from being skewered on the spikes at the bottom of the pit. Narrowly escaping death, he lowers himself down using his spring-loaded contraption. The rest of the gang soon join him in the room below the Wishing Well.
""I think you all need to see this,""
Data calls to his friends as he peers further into the shadowy underground caverns.
""What is it?"" asks Mouth.
""Some kind of giant skull,"" says Data.
""I don't like the way it's looking at me...""
The ominous skull-like entrance leads from this room into a larger area. A log bridge spans a deep chasm filled with dark, rushing water.
""Be careful!"" says Andy, as she leads the way across the bridge.
""The log is really slippery! You don't want to fall in the water - that current could sweep you away!"" she warns. Minding their footing, everyone takes a turn to carefully make their way to the rocky platform on the other side.","Pull everything out of the intermission envelope. 
You should have these contents: 
cards: 1, 4, 7 (map D), 8, 10 (map E), 12, 16, 22 (map N), 23, 26 (map M), 27, 31, 32, 35, 39 (map K), 42, and two or three of Data's gadgets. 
Map tiles: Basement, A, J, C, & O. 
Plus all 8 character movers and the map and pen. 
If you took a break, reassemble the underground cavern. 
Start with the basement then place A beneath it with J, C, and D (card 7) to the right of A in that order. Place room E (card 10) below D. Starting above J and working to the right, add map K (card 39), the bridge (aligned to the ground with dashed line), map M (card 26) and map N (card 22). Below N is map O. 
Hint: scan the act 3 QR code to view a full color layout of the underground cavern setup thus far. 
Place Chunk and Sloth on map O. They should have these cards: 1, 4, 27, 31, and 32. Chunk and Sloth are not in play and you cannot use their inventory until further notice. 
Attach map F to the right of the pit (map E). 
Place the rest of the Goonies on map F. They have these cards: 8, 12, 16, 23, 35, and 42. They are now active. 
Place the Fratelli token on space 9. For each card you were missing from the list above, move them forward one space.","Пока Чанк и Слот заняты в другой части подземных пещер, «Щипцы опасности»
Даты спасают положение, не дав ему напороться на шипы на дне ямы. Чудом избежав смерти, он спускается вниз с помощью своего пружинного приспособления. Вскоре остальная часть банды присоединяется к нему в комнате под колодцем желаний.
«Я думаю, вам всем нужно это увидеть», — зовет Дата своих друзей, вглядываясь глубже в темные подземные пещеры.
«Что там?» — спрашивает Маут.
«Какой-то гигантский череп», — отвечает Дата.
«Мне не нравится, как он на меня смотрит...»
Зловещий вход в виде черепа ведет из этой комнаты в более просторную зону. Бревенчатый мост перекинут через глубокую пропасть, заполненную темной, бурлящей водой.
«Будьте осторожны!» — говорит Энди, ведя всех через мост.
«Бревно очень скользкое! Вы же не хотите упасть в воду — это течение может вас смыть!» — предупреждает она. Внимательно следя за каждым шагом, все по очереди осторожно пробираются на скалистую платформу на другой стороне.","Достаньте все из конверта антракта. 
У вас должно быть следующее: 
карты: 1, 4, 7 (карта D), 8, 10 (карта E), 12, 16, 22 (карта N), 23, 26 (карта M), 27, 31, 32, 35, 39 (карта K), 42, а также два или три гаджета Даты. 
Фрагменты карты: Подвал, A, J, C и O. 
Плюс все 8 фишек персонажей, карта и ручка. 
Если вы делали перерыв, соберите подземную пещеру заново. 
Начните с Подвала, затем поместите A под ним, а J, C и D (карта 7) справа от A в таком порядке. Поместите комнату E (карта 10) под D. Начиная над J и двигаясь вправо, добавьте карту K (карта 39), мост (выровненный по земле с пунктирной линией), карту M (карта 26) и карту N (карта 22). Под N находится карта O. 
Подсказка: отсканируйте QR-код акта 3, чтобы увидеть полноцветную схему текущей сборки подземной пещеры. 
Поместите Чанка и Слота на карту O. У них должны быть эти карты: 1, 4, 27, 31 и 32. Чанк и Слот вне игры, и вы не можете использовать их инвентарь до дальнейших уведомлений. 
Присоедините карту F справа от ямы (карта E). Поместите остальных Балбесов на карту F. У них есть эти карты: 8, 12, 16, 23, 35 и 42. Теперь они активны. 
Поместите жетон Фрателли на клетку 9. За каждую карту, которой вам не хватает из списка выше, передвигайте их на одну клетку вперед.","Поки Чанк і Слот зайняті в іншій частині підземних печер, «Щипці небезпеки»
Дати рятують ситуацію, не давши йому наштрикнутися на шипи на дні ями. Дивом уникнувши смерті, він спускається вниз за допомогою свого пружинного пристосування. Незабаром решта банди приєднується до нього в кімнаті під колодязем бажань.
«Я думаю, вам усім потрібно це побачити», — кличе Дата своїх друзів, вдивляючись глибше в темні підземні печери.
«Що там?» — запитує Маут.
«Якийсь гігантський череп», — відповідає Дата.
«Мені не подобається, як він на мене дивиться...»
Зловісний вхід у вигляді черепа веде з цієї кімнати в розлогішу зону. Колодяний міст перекинутий через глибоку прірву, заповнену темною, бурхливою водою.
«Будьте обережні!» — каже Енді, ведучи всіх через міст.
«Колода дуже слизька! Ви ж не хочете впасти у воду — ця течія може вас змити!» — попереджає вона. Уважно стежачи за кожним кроком, усі по черзі обережно пробираються на скелясту платформу на іншому боці.","Дістаньте все з конверта антракту. 
У вас має бути наступне: 
картки: 1, 4, 7 (карта D), 8, 10 (карта E), 12, 16, 22 (карта N), 23, 26 (карта M), 27, 31, 32, 35, 39 (карта K), 42, а також два або три ґаджети Дати. 
Фрагменти мапи: Підвал, A, J, C та O. Плюс усі 8 фішок персонажів, карта та ручка. 
Якщо ви робили перерву, зберіть підземну печеру заново. Почніть з Підвалу, потім помістіть A під ним, а J, C і D (картка 7) праворуч від A у такому порядку. Помістіть кімнату E (картка 10) під D. Починаючи над J і рухаючись вправо, додайте мапу K (картка 39), міст (вирівняний по землі з пунктирною лінією), мапу M (картка 26) і мапу N (картка 22). Під N знаходиться мапа O. 
Підказка: відскануйте QR-код акту 3, щоб побачити повнокольорову схему поточної збірки підземної печери. 
Помістіть Чанка і Слота на мапу O. У них мають бути ці картки: 1, 4, 27, 31 і 32. Чанк і Слот поза грою, і ви не можете використовувати їхній інвентар до подальших повідомлень. 
Приєднайте мапу F праворуч від ями (мапа E). Помістіть інших Йолопів на мапу F. Вони мають ці картки: 8, 12, 16, 23, 35 і 42. Тепер вони активні. 
Помістіть жетон Фрателлі на клітинку 9. За кожну картку, якої вам не вистачає зі списку вище, пересувайте їх на одну клітинку вперед.",4999.png,4999big.png
5000,hero5,loc18,Data's Pinchers of Peril can stop him from plummeting to his doom!,,"«Щипцы опасности»
Даты могут спасти его от падения на верную гибель!",,"«Щипці небезпеки»
Дати можуть врятувати його від падіння на вірну загибель!",,,
5059,hero5,loc02,"""That seems like the opposite of west,"" says Stef, looking at the lock mechanism.",,"«Кажется, это противоположность западу», — говорит Стеф, глядя на механизм замка.",,"«Здається, це протилежність заходу», — каже Стеф, дивлячись на механізм замка.",,,
5101,hero5,loc03,"""Even an idiot would see that this wrench can be used to bang on the right pipe,"" grunts Stef.",,"«Даже идиоту ясно, что этим гаечным ключом можно постучать по нужной трубе», — ворчит Стеф.",,"«Навіть ідіоту зрозуміло, що цим гайковим ключем можна постукати по потрібній трубі», — бурчить Стеф.",,,
5102,hero5,loc08,"""Make sure to grab that whatchamacallit around his neck,""
Stef says, feigning interest.",,"«Не забудьте прихватить эту штуковину у него на шее», — говорит Стеф, притворяясь заинтересованной.",,"«Не забудьте прихопити цю штуковину в нього на шиї», — каже Стеф, прикидаючись зацікавленою.",,,
5103,hero5,loc04,"""These symbols look familiar..."" says Stef, studying the flooring.",,"«Эти символы кажутся знакомыми...» — говорит Стеф, изучая пол.",,"«Ці символи здаються знайомими...» — каже Стеф, вивчаючи підлогу.",,,
5104,hero5,loc02,"Stef scans the room.
""Look at all the moss and vines on the wall,"" she says.
""Maybe there's something hidden within all that moss.""",,"Стеф осматривает комнату.
«Посмотрите на весь этот мох и лианы на стене», — говорит она.
«Возможно, в этом мху что-то спрятано».",,"Стеф оглядає кімнату.
«Подивіться на весь цей мох і ліани на стіні», — каже вона.
«Можливо, в цьому моху щось заховано».",,,
5107,hero5,loc05,"""I seem to remember some musical notes on the back of the map. Like, am I the only one paying attention to things around here?"" moans Stef.",,"«Кажется, я помню какие-то музыкальные ноты на обратной стороне карты. Типа, я тут единственная, кто обращает внимание на то, что происходит вокруг?» — стонет Стеф.",,"«Здається, я пам'ятаю якісь музичні ноти на зворотному боці карти. Типа, я тут єдина, хто звертає увагу на те, що відбувається навколо?» — стогне Стеф.",,,
5109,hero5,loc13,"""I didn't think that I needed to tell you this, but you climb those ropes, you goofballs!""",Attach the Inferno (map H) so that it aligns to the stern (map G).,"«Не думала, что мне придется говорить вам об этом, но лезьте по этим веревкам, недотепы!»","Присоедините «Инферно» (карта H) так, чтобы он совпадал с кормой (карта G).","«Не думала, що мені доведеться говорити вам про це, але лізьте по цих мотузках, недотепи!»","Приєднайте «Інферно» (мапа H) так, щоб він збігався з кормою (мапа G).",,
5137,hero5,loc02,"""I think the 2 circles should be small. No, not there, jerkface!""
Stef says, admonishing Mouth.
""Draw 1 below each of the triangles."" ""Yeah, yeah,"" grumbles Mouth, scribbling the picture.",,"«Я думаю, 2 круга должны быть маленькими. Нет, не там, придурок!» — говорит Стеф, делая выговор Мауту.
«Нарисуй по одному под каждым из треугольников».
«Да-да», — ворчит Маут, черкая рисунок.",,"«Я думаю, 2 кола мають бути маленькими. Ні, не там, придурку!» — каже Стеф, роблячи догану Мауту.
«Намалюй по одному під кожним із трикутників».
«Так-так», — бурчить Маут, черкаючи малюнок.",,,
5138,hero5,,"""Lou Gehrig scored 138 runs in 1933, but even more impressive is the 140 runs he batted in that year. No wonder why he was walked 92 times!"" explains Stef.",,"«Лу Гериг набрал 138 ранов в 1933 году, но еще больше впечатляют 140 ранов, которые он отбил в том году. Неудивительно, что его пропускали 92 раза!» — объясняет Стеф.",,"«Лу Геріг набрав 138 ранів у 1933 році, але ще більше вражають 140 ранів, які він відбив того року. Не дивно, що його пропускали 92 рази!» — пояснює Стеф.",,,
5150,hero5,loc21,"Robg means red, orange, blue, green. Look at those colors and you'll see a number made out of the rubber bands in this order (7861). Where should Data activate this gadget?",,"Robg означает красный, оранжевый, синий, зеленый. Посмотрите на эти цвета, и вы увидите число, составленное из резинок в этом порядке (7861). Где Дата должен активировать этот гаджет?",,"Robg означає червоний, помаранчевий, синій, зелений. Подивіться на ці кольори, і ви побачите число, складене з гумок у цьому порядку (7861). Де Дата має активувати цей ґаджет?",,,
5152,hero5,,"""Not only did he play in 152 games and stole a base 9 times in 1933 - he was also caught stealing 13 times,"" explains Stef looking closely at the Lou Gherig card.",,"«Он не только сыграл в 152 играх и украл базу 9 раз в 1933 году — его также поймали на краже 13 раз», — объясняет Стеф, внимательно разглядывая карточку Лу Герига.",,"«Він не тільки зіграв у 152 іграх і вкрав базу 9 разів у 1933 році — його також спіймали на крадіжці 13 разів», — пояснює Стеф, уважно розглядаючи картку Лу Геріга.",,,
5198,hero5,,"""Not only did Lou Gehrig have 198 hits in 1933, but 41 of them were doubles and 12 of them were triples,""
Stef explains.
""Makes sense that he was the 4th pick for the American League MVP that year!""",,"«Мало того, что у Лу Герига было 198 хитов в 1933 году, 41 из них были даблами, а 12 — триплами», — объясняет Стеф.
«Логично, что в том году он стал 4-м кандидатом на звание самого ценного игрока Американской лиги!»",,"«Мало того, що у Лу Геріга було 198 хітів у 1933 році, 41 з них були даблами, а 12 — триплами», — пояснює Стеф.
«Логічно, що того року він став 4-м кандидатом на звання найціннішого гравця Американської ліги!»",,,
5200,hero5,loc05,"Looking at the front of the map, Andy figures out she has to use 158 to play the first chord on the Bone Organ (4158).",,"Глядя на лицевую сторону карты, Энди понимает, что она должна использовать 158, чтобы сыграть первый аккорд на костяном органе (4158).",,"Дивлячись на лицьовий бік карти, Енді розуміє, що вона повинна використати 158, щоб зіграти перший акорд на кістяному органі (4158).",,,
5201,hero5,loc03,"""Look, if we're going to get out of here, then we obviously need to break through this wall. Maybe if we bang on the water pipe we can burst through!""",,"«Слушайте, если мы собираемся выбраться отсюда, то нам явно нужно пробиться сквозь эту стену. Может быть, если мы постучим по водопроводной трубе, то сможем прорваться!»",,"«Слухайте, якщо ми збираємося вибратися звідси, то нам явно потрібно пробитися крізь цю стіну. Можливо, якщо ми постукаємо по водопровідній трубі, то зможемо прорватися!»",,,
5202,hero5,loc08,"""Maybe someone should just, like, grab it, you know?"" says Stef in annoyance.
""Data, come back here!"" ""No, I'm going to place some booby traps,"" he says emphatically as he makes his way back down the narrow corridor.
""We need a warning if the Fratellis are gaining on us.""",,"«Может быть, кто-то должен просто, типа, схватить это, понимаете?» — с раздражением говорит Стеф.
«Дата, вернись сюда!» «Нет, я собираюсь расставить несколько ловушек», — решительно говорит он, пробираясь обратно по узкому коридору.
«Нам нужно предупреждение, если Фрателли будут нагонять нас».",,"«Можливо, хтось повинен просто, типу, схопити це, розумієте?» — з роздратуванням каже Стеф.
«Дато, повернися сюди!» «Ні, я збираюся розставити кілька пасток», — рішуче каже він, пробираючись назад вузьким коридором.
«Нам потрібне попередження, якщо Фрателлі будуть наздоганяти нас».",,,
5203,hero5,loc04,"""We could never reach that button, even if the bars weren't there. No one's arm is that long,""
Stef says, confounded.",,"«Мы бы никогда не дотянулись до этой кнопки, даже если бы там не было решетки. Ни у кого нет такой длинной руки», — говорит сбитая с толку Стеф.",,"«Ми б ніколи не дотяглися до цієї кнопки, навіть якби там не було решітки. Ні в кого немає такої довгої руки», — каже збита з пантелику Стеф.",,,
5207,hero5,loc05,"""That looks like a drawbridge. There's gotta be a way to make it come down. I assume if we, you know, played that organ thing, something would happen,""
Stef surmises.
""Andy! Andy! You took piano lessons!"" says Stef, as she remembers her friend's talent.
""I was four years old!""
Andy replies, shying away.
""Do you want to live to be 17?""
Mouth asks.
""Hit it!"" ""This is nothing like my mother's Steinway,"" says Andy, tentatively reaching out towards the bony keys.",,"«Похоже на подъемный мост. Должен быть способ заставить его опуститься. Я предполагаю, что если мы, ну, знаете, сыграем на этой штуке вроде органа, что-то произойдет», — догадывается Стеф.
«Энди! Энди! Ты же брала уроки игры на пианино!» — говорит Стеф, вспомнив о таланте подруги.
«Мне было четыре года!» — отвечает Энди, отстраняясь.
«Ты хочешь дожить до 17?» — спрашивает Маут.
«Жми!» «Это совсем не похоже на мамин Стейнвей», — говорит Энди, нерешительно протягивая руки к костяным клавишам.",,"«Схоже на підйомний міст. Має бути спосіб змусити його опуститися. Я припускаю, що якщо ми, ну, знаєте, зіграємо на цій штуці на зразок органа, щось станеться», — здогадується Стеф.
«Енді! Енді! Ти ж брала уроки гри на піаніно!» — каже Стеф, згадавши про талант подруги.
«Мені було чотири роки!» — відповідає Енді, відсторонюючись.
«Ти хочеш дожити до 17?» — запитує Маут.
«Тисни!» «Це зовсім не схоже на мамин Стейнвей», — каже Енді, нерішуче простягаючи руки до кістяних клавіш.",,,
5209,hero5,loc09,"Stef looks at One-Eyed Willy and his cronies and notices how they're seated around the table.
""Even dead, it looks like his one eye is staring at something.""
She goes and stands in front of him.
""Huh,"" she muses.
""What's so interesting, Willy?""",,"Стеф смотрит на Одноглазого Вилли и его приспешников и замечает, как они сидят за столом.
«Даже у мертвого кажется, что его единственный глаз на что-то пялится». Она подходит и встает перед ним.
«Хм», — задумчиво произносит она.
«Что там такого интересного, Вилли?»",,"Стеф дивиться на Одноокого Віллі та його поплічників і помічає, як вони сидять за столом.
«Навіть у мертвого здається, що його єдине око на щось вирячилося». Вона підходить і стає перед ним.
«Хм», — задумливо вимовляє вона.
«Що там такого цікавого, Віллі?»",,,
5212,hero5,loc08,"""I think you should draw the circle about the size of the palm of your hand,"" says Stef.",,"«Я думаю, тебе следует нарисовать круг размером примерно с ладонь», — говорит Стеф.",,"«Я думаю, тобі слід намалювати коло розміром приблизно з долоню», — каже Стеф.",,,
5222,hero5,loc04,"""Maybe the nose of the key is what Lou knows, get it?"" prods Stef, reading Chester's note and jabbing at Mouth's nose.",,"«Может быть, нос ключа — это то, что знает Лу, дошло?» — подталкивает Стеф, читая записку Честера и тыча Мауту в нос.",,"«Можливо, ніс ключа — це те, що знає Лу, дійшло?» — підштовхує Стеф, читаючи записку Честера і тикаючи Мауту в ніс.",,,
5232,hero5,loc04,"Stef's eyes light up.
""Hey, look!"" she says, excitedly.
""These symbols that Copperpot drew in his journal... they're all over the treasure map!""",,"Глаза Стеф загораются.
«Эй, смотрите!» — радостно говорит она.
«Эти символы, которые Копперпот нарисовал в своем дневнике... они повсюду на карте сокровищ!»",,"Очі Стеф загоряються.
«Гей, дивіться!» — радісно каже вона.
«Ці символи, які Копперпот намалював у своєму щоденнику... вони всюди на карті скарбів!»",,,
5242,hero5,loc04,"If you have opened the Shipwreck Cove envelope, go to Entry 5252. If you have not opened the Shipwreck Cove envelope, read this entry: ""This doesn't seem to be helpful here. There's no waterfall in this room.""",,"Если вы открыли конверт Бухта Затонувших Кораблей, перейдите к записи 5252. Если вы не открыли конверт Бухта Затонувших Кораблей, прочитайте эту запись: «Кажется, здесь это не поможет. В этой комнате нет водопада».",,"Якщо ви відкрили конверт Бухта Затонулих Кораблів, перейдіть до запису 5252. Якщо ви не відкрили конверт Бухта Затонулих Кораблів, прочитайте цей запис: «Здається, тут це не допоможе. У цій кімнаті немає водоспаду».",,,
5247,hero5,loc02,"""Hmm... these rocks look like they can be moved around a bit..."" says Stef.
""I wonder why ol' Willy would do that?""",,"«Хм... эти камни выглядят так, будто их можно немного подвигать...» — говорит Стеф.
«Интересно, зачем старина Вилли это сделал?»",,"«Хм... ці камені виглядають так, ніби їх можна трохи посувати...» — каже Стеф.
«Цікаво, навіщо старий Віллі це зробив?»",,,
5250,hero5,loc05,The notes need to be played in numerical order. Have Andy use 037 to play the second chord on the bone organ (4037).,,"Ноты нужно играть в числовом порядке. Пусть Энди использует 037, чтобы сыграть второй аккорд на костяном органе (4037).",,"Ноти потрібно грати в числовому порядку. Нехай Енді використає 037, щоб зіграти другий акорд на кістяному органі (4037).",,,
5252,hero5,loc02,"""Hey, did you notice that if you move the rocks in a specific way, they line up with some of the holes in the key?""
Stef asks.",,"«Эй, вы заметили, что если сдвинуть камни определенным образом, они совпадают с некоторыми отверстиями в ключе?» — спрашивает Стеф.",,"«Гей, ви помітили, що якщо зсунути камені певним чином, вони збігаються з деякими отворами в ключі?» — запитує Стеф.",,,
5257,hero5,loc17,"""Didn't Chester write something about One-Eyed Willy's lucky animal at some point?"" asks Stef, trying hard to remember.",,"«Разве Честер не писал что-то о счастливом животном Одноглазого Вилли в какой-то момент?» — спрашивает Стеф, изо всех сил стараясь вспомнить.",,"«Хіба Честер не писав щось про щасливу тварину Одноокого Віллі в якийсь момент?» — запитує Стеф, з усіх сил намагаючись згадати.",,,
5300,hero5,loc05,"Have Andy use 579 to play the third chord on the bone organ (4579). This will reveal the third drawbridge token. Have Mikey explore the three numbers on the drawbridge pieces in order, 643 (1643).",,"Пусть Энди использует 579, чтобы сыграть третий аккорд на костяном органе (4579). Это откроет третий жетон подъемного моста. Пусть Майки исследует три числа на деталях подъемного моста по порядку, 643 (1643).",,"Нехай Енді використає 579, щоб зіграти третій акорд на кістяному органі (4579). Це відкриє третій жетон підйомного мосту. Нехай Майкі дослідить три числа на деталях підйомного мосту по порядку, 643 (1643).",,,
5301,hero5,loc03,"""Hitting a gas main would be, like, the opposite of cool,"" says Stef.",,"«Задеть газовую магистраль было бы, типа, совсем не круто», — говорит Стеф.",,"«Зачепити газову магістраль було б, типу, зовсім не круто», — каже Стеф.",,,
5302,hero5,loc08,"""Do you think there's a hidden exit behind a rock? There's gotta be something we can piece together to get out of here!"" says Stef as panic starts to set in.",,"«Как думаете, есть ли за камнем скрытый выход? Должно быть что-то, что мы можем собрать воедино, чтобы выбраться отсюда!» — говорит Стеф, начиная паниковать.",,"«Як гадаєте, чи є за каменем прихований вихід? Має бути щось, що ми можемо зібрати докупи, щоб вибратися звідси!» — каже Стеф, починаючи панікувати.",,,
5303,hero5,loc04,"""I think Chester Copperpot might know how to get past this,"" says Stef. ""What does his journal say?""",,"«Думаю, Честер Копперпот мог знать, как это пройти», — говорит Стеф.
«Что написано в его дневнике?»",,"«Думаю, Честер Копперпот міг знати, як це пройти», — каже Стеф.
«Що написано в його щоденнику?»",,,
5304,hero5,loc02,"""The moss on the walls could be covering something up,"" says Stef as she scours the room.",,"«Мох на стенах может что-то скрывать», — говорит Стеф, обыскивая комнату.",,"«Мох на стінах може щось приховувати», — каже Стеф, обшукуючи кімнату.",,,
5307,hero5,loc05,"""Hmmm... I think I remember some of my Spanish classes,"" says Stef.
""'Acordes' means chords... and we're in a room with an organ made from freaking bones! So that must mean music chords. Wait a minute. I've seen some things that look like music notes on the walls all over these caves!""",,"«Хммм... Кажется, я помню кое-что из уроков испанского», — говорит Стеф.
«'Acordes' означает аккорды... а мы в комнате с органом, сделанным из чертовых костей! Так что это должно означать музыкальные аккорды. Подождите-ка. Я видела вещи, похожие на музыкальные ноты, на стенах по всем этим пещерам!»",,"«Хммм... Здається, я пам'ятаю дещо з уроків іспанської», — каже Стеф.
«'Acordes' означає акорди... а ми в кімнаті з органом, зробленим з клятих кісток! Тож це має означати музичні акорди. Зачекайте-но. Я бачила речі, схожі на музичні ноти, на стінах по всіх цих печерах!»",,,
5309,hero5,loc09,"Stef eyes the crack in the floorboard carefully.
""I don't think we can reach that far down there,"" she surmises, ""but that crack looks wide enough to pull the chest through. It's a really tiny chest! Do we have anything that we can use that will attach to the chest and pull it up through the crack?""",,"Стеф внимательно смотрит на щель в половицах.
«Не думаю, что мы сможем дотянуться так глубоко», — предполагает она, — «но эта щель выглядит достаточно широкой, чтобы протащить через нее сундук. Это действительно крошечный сундук! У нас есть что-нибудь, что можно прикрепить к сундуку и вытащить его через щель?»",,"Стеф уважно дивиться на щілину в мостинах.
«Не думаю, що ми зможемо дотягнутися так глибоко», — припускає вона, — «але ця щілина виглядає достатньо широкою, щоб протягнути через неї скриню. Це справді крихітна скриня! У нас є що-небудь, що можна прикріпити до скрині і витягнути її через щілину?»",,,
5350,hero5,loc22,"PROG means purple, red, orange, green. Look at how the gears overlap. Purple is made when red and blue overlap. Add up all the numbers that appear in areas where only red and blue overlap 3+2+3=8. Red is 1+4=5. Orange is 2+2=4. Green is 3+4=7. Solution (8547). Where should Data activate this gadget?",,"prog означает фиолетовый, красный, оранжевый, зеленый (purple, red, orange, green). Посмотрите, как перекрываются шестеренки. Фиолетовый получается при наложении красного и синего. Сложите все числа, которые появляются в областях, где перекрываются только красный и синий: 3+2+3=8. Красный — это 1+4=5. Оранжевый — это 2+2=4. Зеленый — это 3+4=7. Решение (8547). Где Дата должен активировать этот гаджет?",,"prog означає фіолетовий, червоний, помаранчевий, зелений (purple, red, orange, green). Подивіться, як перекриваються шестерні. Фіолетовий виходить при накладенні червоного і синього. Додайте всі числа, які з'являються в областях, де перекриваються тільки червоний і синій: 3+2+3=8. Червоний — це 1+4=5. Помаранчевий — це 2+2=4. Зелений — це 3+4=7. Рішення (8547). Де Дата має активувати цей ґаджет?",,,
5400,hero5,loc23,Data's sticky dart can attach to the metal box and reel it up.,,"«Липкий дротик»
Даты может прикрепиться к металлической коробке и вытянуть ее.",,"«Липкий дротик»
Дати може прикріпитися до металевої коробки і витягнути її.",,,
5401,hero5,loc03,"""If you can find the pipe connected to this, bang on it, Andy!"" says Stef, excitedly.",,"«Если сможешь найти трубу, соединенную с этим, стучи по ней, Энди!» — взволнованно говорит Стеф.",,"«Якщо зможеш знайти трубу, з'єднану з цим, стукай по ній, Енді!» — схвильовано каже Стеф.",,,
5403,hero5,loc04,"""Hey, I can see some faint letters on this page. I wonder how we could read them?""
Stef ponders.",,"«Эй, я вижу какие-то бледные буквы на этой странице. Интересно, как мы могли бы их прочитать?» — размышляет Стеф.",,"«Гей, я бачу якісь бліді літери на цій сторінці. Цікаво, як ми могли б їх прочитати?» — роздумує Стеф.",,,
5409,hero5,loc09,"""So let me get this straight. We've got 7 coins, but 3 of them are Willy's coins... and we don't want to steal his coins... so we use all 7 to figure out which 3 are his and then we're golden, right?""
Stef asks.
""We can take the other 4 coins then, right? Remember everyone, we can't take the coin that has his favorite animal on it!""",,"«Так, дайте-ка мне разобраться. У нас есть 7 монет, но 3 из них — монеты Вилли... И мы не хотим красть его монеты... поэтому мы используем все 7, чтобы выяснить, какие 3 принадлежат ему, и тогда мы в шоколаде, верно?» — спрашивает Стеф.
«Значит, мы можем забрать остальные 4 монеты, да? Все помнят, мы не можем брать монету, на которой изображено его любимое животное!»",,"«Так, дайте-но мені розібратися. У нас є 7 монет, але 3 з них — монети Віллі... І ми не хочемо красти його монети... тому ми використовуємо всі 7, щоб з'ясувати, які 3 належать йому, і тоді ми в шоколаді, вірно?» — запитує Стеф.
«Отже, ми можемо забрати інші 4 монети, так? Усі пам'ятають, ми не можемо брати монету, на якій зображена його улюблена тварина!»",,,
5450,hero5,loc24,"b9 means ""blue 9"". Follow the blue line that leads to numbers that would add up to 9 from left to right (3312). Where should Data activate this gadget?",,"b9 означает «синий 9». Следуйте по синей линии, которая ведет к числам, дающим в сумме 9 слева направо (3312). Где Дата должен активировать этот гаджет?",,"b9 означає «синій 9». Рухайтеся по синій лінії, яка веде до чисел, що дають в сумі 9 зліва направо (3312). Де Дата має активувати цей ґаджет?",,,
5501,hero5,loc03,"""Avoid hitting any pipe that's connected to the sewers below!"" warns Stef.",,"«Избегайте ударов по любой трубе, которая соединена с канализацией внизу!» — предупреждает Стеф.",,"«Уникайте ударів по будь-якій трубі, яка з'єднана з каналізацією внизу!» — попереджає Стеф.",,,
5503,hero5,loc04,"""I don't think that Brand can reach that, even though he's got arms like an ape,"" Stef says, squinting at the deeply recessed button.
""Data - don't you have some kind of trick up your sleeve?""",,"«Не думаю, что Брэнд сможет дотянуться, даже несмотря на то, что у него руки как у обезьяны», — говорит Стеф, щурясь на глубоко утопленную кнопку.
«Дата — разве у тебя нет какого-нибудь трюка в рукаве?»",,"«Не думаю, що Бренд зможе дотягнутися, навіть незважаючи на те, що у нього руки як у мавпи», — каже Стеф, мружачись на глибоко втоплену кнопку.
«Дато — хіба в тебе немає якогось трюку в рукаві?»",,,
5550,hero5,loc25,"BxR means ""blue crossing red"". Count how many times does the blue line cross over the red line. If you do that for each of the codes in the series, the solution is (6834). Where should Data activate this gadget?",,"bxr означает «синий пересекает красный». Посчитайте, сколько раз синяя линия пересекает красную. Если вы сделаете это для каждого из кодов в серии, решением будет (6834). Где Дата должен активировать этот гаджет?",,"bxr означає «синій перетинає червоний». Порахуйте, скільки разів синя лінія перетинає червону. Якщо ви зробите це для кожного з кодів у серії, рішенням буде (6834). Де Дата має активувати цей ґаджет?",,,
5552,hero5,loc04,"""I think the two triangles should be next to each other."" says Stef, criticizing what Mouth is drawing.
""Not like that! Put the flat side on the bottom like pyramids, not pointing left and right like arrows,"" she continues.",,"«Думаю, два треугольника должны быть рядом друг с другом», — говорит Стеф, критикуя то, что рисует Маут.
«Не так! Положи плоскую сторону вниз, как у пирамид, а не указывая влево и вправо, как стрелки», — продолжает она.",,"«Думаю, два трикутники мають бути поруч один з одним», — каже Стеф, критикуючи те, що малює Маут.
«Не так! Поклади плоску сторону вниз, як у пірамід, а не вказуючи вліво і вправо, як стрілки», — продовжує вона.",,,
